"t","total","selected","juvenile","fish_level"
13.4,0.0658741404711057,0.00951666634900876,0.056357474122097,10
13.6,0.155045286426961,0.0157220318139624,0.139323254612998,10
13.8,0.243193578033448,0.0198887958314398,0.223304782202008,10
14,0.286438756004734,0.0179708104185054,0.268467945586229,10
14.2,0.300134411270566,0.0143528050078513,0.285781606262714,10
14.4,0.301662679089805,0.0114698338016387,0.290192845288167,10
14.6,0.297434892332901,0.00945332575092876,0.287981566581972,10
14.8,0.289812592760318,0.00802554043011031,0.281787052330208,10
15,0.279989783146481,0.00695803642796943,0.273031746718511,10
15.2,0.268713800154537,0.00610767279721452,0.262606127357322,10
15.4,0.256465786205901,0.00539573236613603,0.251070053839765,10
15.6,0.243501038650742,0.00478984814079758,0.238711190509944,10
15.8,0.229852399391807,0.00429371858081824,0.225558680810988,10
16,0.215341163744579,0.00394236047004104,0.211398803274538,10
16.2,0.199635093122199,0.003803281886701,0.195831811235498,10
16.4,0.182382839653498,0.00401327266891732,0.178369566984581,10
16.6,0.163365352402433,0.00492688314435895,0.158438469258074,10
16.8,0.142511094140181,0.00753057927392011,0.134980514866261,10
17,0.119914730873574,0.014277600553438,0.105637130320136,10
17.2,0.0964385759959852,0.0283167270257941,0.0681218489701911,10
17.4,0.0761511217569537,0.0425910872801884,0.0335600344767652,10
17.6,0.0740540401379323,0.0375132742354246,0.0365407659025078,10
17.8,0.120433880603107,0.0222509411479528,0.098182939455154,10
18,0.210779614444444,0.0127910819621588,0.197988532482286,10
18.2,0.281918342332762,0.00875449205886988,0.273163850273892,10
18.4,0.317820959361662,0.00720329448203243,0.31061766487963,10
18.6,0.335416058544763,0.0067614643368662,0.328654594207897,10
18.8,0.343325422117906,0.00670474135393147,0.336620680763975,10
19,0.345075768004748,0.00671851183937829,0.338357256165369,10
19.2,0.342647191680732,0.00669641025742979,0.335950781423302,10
19.4,0.337357274386704,0.00661103839813791,0.330746235988566,10
19.6,0.330132807370152,0.00645940059212147,0.32367340677803,10
19.8,0.321638891981141,0.00624474654362848,0.315394145437513,10
20,0.312358874166294,0.00597206114990496,0.306386813016389,10
20.2,0.298694100567159,0.0016728569876406,0.297021243579518,10
20.4,0.288838360381305,0.00131113036728659,0.287527230014019,10
20.6,0.279112826634095,0.00118920925230968,0.277923617381785,10
20.8,0.269263055173063,0.00107356283278558,0.268189492340277,10
21,0.259206025862184,0.000957913869999572,0.258248111992184,10
21.2,0.248817112651374,0.000847779130081943,0.247969333521292,10
21.4,0.237950412609541,0.000748118065329148,0.237202294544211,10
21.6,0.226455320634619,0.000662477629179532,0.22579284300544,10
21.8,0.214190679142246,0.000593047402768484,0.213597631739477,10
22,0.201039720778429,0.000541278929054651,0.200498441849374,10
22.2,0.186918629745177,0.000509209312057227,0.186409420433119,10
22.4,0.171783135307109,0.000501969215071437,0.171281166092037,10
22.6,0.155635786354077,0.000533516226665423,0.155102270127412,10
22.8,0.1385281107303,0.000643646681422488,0.137884464048877,10
23,0.120533496460147,0.000958617866508215,0.119574878593638,10
23.2,0.101606393940278,0.0018463892439375,0.0997600046963407,10
23.4,0.0810266044993206,0.0042001589145527,0.0768264455847679,10
23.6,0.0570947237903822,0.00870030334995276,0.0483944204404294,10
23.8,0.035275649018949,0.0100744452951741,0.0252012037237748,10
24,0.0435989415062114,0.00435614980288296,0.0392427917033284,10
24.2,0.105687016331151,0.00110311589626254,0.104583900434888,10
24.4,0.192824509870735,0.000889327390872324,0.191935182479862,10
24.6,0.258245731958475,0.00119509286799506,0.25705063909048,10
24.8,0.29335352226427,0.00141640203005324,0.291937120234216,10
25,0.309042387647011,0.00153712630253954,0.307505261344472,10
25.2,0.313788767400729,0.00158680244089058,0.312201964959838,10
25.4,0.312051186044259,0.00158338531387571,0.310467800730383,10
25.6,0.306306713169029,0.00154068464952256,0.304766028519507,10
25.8,0.29808247672925,0.00146883608472062,0.296613640644529,10
26,0.288368447145659,0.00137507014178537,0.286993377003873,10
26.2,0.277800629710476,0.00126535740721197,0.276535272303264,10
26.4,0.266751764765542,0.00114578413987114,0.265605980625671,10
26.6,0.255382584359705,0.00102325239586811,0.254359331963837,10
26.8,0.243676905036654,0.000905549533141555,0.242771355503512,10
27,0.231482377598246,0.000801102477349691,0.230681275120897,10
27.2,0.218558839504003,0.000718907992714215,0.217839931511289,10
27.4,0.204626456899691,0.000669979334488237,0.203956477565202,10
27.6,0.189402493090019,0.000673315049880327,0.188729178040139,10
27.8,0.172641552302302,0.000770811553857277,0.171870740748444,10
28,0.154174156217556,0.00105527633551107,0.153118879882045,10
28.2,0.133712978955158,0.0017893212207955,0.131923657734363,10
28.4,0.1104749663534,0.00371290521147622,0.106762061141924,10
28.6,0.0827494111932951,0.0082317983564309,0.0745176128368642,10
28.8,0.0505842278328752,0.0135575574158461,0.0370266704170291,10
29,0.0346131450465197,0.00891219349649989,0.0257009515500199,10
29.2,0.0780858564333322,0.00206625697306079,0.0760195994602714,10
29.4,0.173944801195222,0.00081619281410399,0.173128608381118,10
29.6,0.254712693271569,0.000987174920156012,0.253725518351413,10
29.8,0.298198473283634,0.00120628625655794,0.296992187027076,10
30,0.319072782166415,0.00138042916985394,0.317692352996561,10
30.2,0.328073107833034,0.00150444493766515,0.326568662895368,10
30.4,0.330097888229308,0.00157938828052805,0.32851849994878,10
30.6,0.327670676148598,0.00161052379511309,0.326060152353484,10
30.8,0.322313325444258,0.00160353533795346,0.320709790106305,10
31,0.315030177224635,0.00156402655555334,0.313466150669082,10
31.2,0.306514371154686,0.0014975041947664,0.305016866959919,10
31.4,0.297244742524264,0.00140941520509798,0.295835327319167,10
31.6,0.287549469216799,0.00130532124292477,0.286244147973875,10
31.8,0.277616863971393,0.00119059672936332,0.27642626724203,10
32,0.26750892272434,0.00107091634849943,0.26643800637584,10
32.2,0.257180897509998,0.000952159452599467,0.256228738057398,10
32.4,0.246511970715672,0.000840146760596866,0.245671823955075,10
32.6,0.235337358025217,0.000740031631460709,0.234597326393756,10
32.8,0.223478208592373,0.000655908040270288,0.222822300552103,10
33,0.210762423278089,0.000590926016633279,0.210171497261456,10
33.2,0.197039584484918,0.000548334017416253,0.196491250467501,10
33.4,0.182191607718484,0.000534082551138599,0.181657525167346,10
33.6,0.166140062514942,0.000563230245397629,0.165576832269544,10
33.8,0.148845784947397,0.000679004295904179,0.148166780651493,10
34,0.130302105620616,0.00100896406126573,0.129293141559351,10
