"time","yield","schedule","regime"
688.4,2.50334107456729e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
688.6,2.59769691019721e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
688.8,2.62618413501637e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
689,2.56050890064049e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
689.2,2.3922304720339e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
689.4,2.13874907621012e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
689.6,1.84159652263288e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
689.8,1.54940563934813e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
690,1.29785319930977e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
690.2,1.10158318750977e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
690.4,9.58322080231907e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
690.6,8.57635410987413e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
690.8,7.89689356097749e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
691,7.51074022271539e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
691.2,7.45560153545615e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
691.4,7.8098290216679e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
691.6,8.64199597924563e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
691.8,9.94573654529558e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
692,1.15832332466519e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
692.2,1.32952847352462e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
692.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
692.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
692.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
693,0,"Peaks only","Oscillating (resource_decrease=0.005)"
693.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
693.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
693.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
693.8,2.4072791690313e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
694,2.40086572393439e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
694.2,2.47657379786752e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
694.4,2.56914930437759e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
694.6,2.62338982369859e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
694.8,2.59717564876828e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
695,2.46680259710528e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
695.2,2.23737798423354e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
695.4,1.94552925970112e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
695.6,1.64290455546614e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
695.8,1.37206661916871e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
696,1.15396750212863e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
696.2,9.90972342596198e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
696.4,8.75810356016629e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
696.6,7.98795801640885e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
696.8,7.53169786185245e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
697,7.38640988699828e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
697.2,7.61174254659749e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
697.4,8.28838563390779e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
697.6,9.44918389692144e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
697.8,1.10064610239864e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
698,1.27308177507466e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
698.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
698.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
698.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
698.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
699,0,"Peaks only","Oscillating (resource_decrease=0.005)"
699.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
699.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
699.6,2.35335083561527e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
699.8,2.34169627488131e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
700,2.4202941503051e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
700.2,2.52804983092702e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
700.4,2.60978244971512e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
700.6,2.61871286407581e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
700.8,2.52289863502057e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
701,2.31863891757637e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
701.2,2.03729000304807e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
701.4,1.73130204140614e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
701.6,1.44876786096051e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
701.8,1.21682568316931e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
702,1.04142366225736e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
702.2,9.15768289125196e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
702.4,8.28890162747715e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
702.6,7.72464434914624e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
702.8,7.45148237404812e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
703,7.5262417334003e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
703.2,8.03747270856092e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
703.4,9.04235976291238e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
703.6,1.04936798044194e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
703.8,1.21998899683956e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
704,1.3874381718355e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
704.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
704.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
704.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
704.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
705,0,"Peaks only","Oscillating (resource_decrease=0.005)"
705.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
705.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
705.6,2.46944505692489e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
705.8,2.4684911226359e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
706,2.53953520421657e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
706.2,2.61385246220214e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
706.4,2.63762080529758e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
706.6,2.57496537436711e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
706.8,2.41133076787096e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
707,2.16009786636417e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
707.2,1.8613080557657e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
707.4,1.56389036382736e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
707.6,1.30422151932172e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
707.8,1.09781992336371e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
708,9.44736918948744e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
708.2,8.381271878734e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
708.4,7.69868148974142e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
708.6,7.34634581002421e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
708.8,7.32904611783266e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
709,7.70573578500867e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
709.2,8.54458671050962e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
709.4,9.84931428045663e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
709.6,1.14909737293895e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
709.8,1.32087795416661e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
710,0,"Peaks only","Oscillating (resource_decrease=0.005)"
710.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
710.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
710.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
710.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
711,0,"Peaks only","Oscillating (resource_decrease=0.005)"
711.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
711.4,2.39507846564364e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
711.6,2.39474906754519e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
711.8,2.47692043510995e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
712,2.57666651478466e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
712.2,2.63888681720178e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
712.4,2.62123828634769e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
712.6,2.49916538640575e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
712.8,2.27616394891291e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
713,1.98708412955059e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
713.2,1.68274415786145e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
713.4,1.40641925750857e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
713.6,1.18079628913366e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
713.8,1.00995443813719e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
714,8.87649028216049e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
714.2,8.04474058058135e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
714.4,7.53447669976653e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
714.6,7.33812271431366e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
714.8,7.51071060024311e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
715,8.13204756756626e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
715.2,9.24231303988595e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
715.4,1.07694579016505e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
715.6,1.24983098636828e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
715.8,1.41347641206056e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
716,0,"Peaks only","Oscillating (resource_decrease=0.005)"
716.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
716.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
716.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
716.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
717,0,"Peaks only","Oscillating (resource_decrease=0.005)"
717.2,2.32174257793384e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
717.4,2.312900895185e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
717.6,2.39667647047842e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
717.8,2.51267967591185e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
718,2.60517552887554e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
718.2,2.63027336029638e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
718.4,2.56076759527436e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
718.6,2.38941567357125e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
718.8,2.1343476199093e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
719,1.8370223857955e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
719.2,1.54538732375865e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
719.4,1.29437594910634e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
719.6,1.09827531028229e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
719.8,9.54896402866691e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
720,8.54111508256444e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
720.2,7.86370634050979e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
720.4,7.4839342897324e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
720.6,7.43918341243809e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
720.8,7.80639042432515e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
721,8.65202381621264e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
721.2,9.96707695380233e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
721.4,1.16110012483862e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
721.6,1.33228163164092e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
721.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
722,0,"Peaks only","Oscillating (resource_decrease=0.005)"
722.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
722.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
722.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
722.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
723,0,"Peaks only","Oscillating (resource_decrease=0.005)"
723.2,2.40902128227179e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
723.4,2.40391762504884e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
723.6,2.48039554074812e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
723.8,2.57294339487119e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
724,2.62638737159537e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
724.2,2.5989282872251e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
724.4,2.46734049788987e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
724.6,2.23712968120625e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
724.8,1.94503122983018e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
725,1.6424944412935e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
725.2,1.37177034325508e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
725.4,1.15361103854834e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
725.6,9.90375348610952e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
725.8,8.74914382982603e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
726,7.97683826603121e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
726.2,7.52013360314388e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
726.4,7.37626774163236e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
726.6,7.60445300515253e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
726.8,8.28463535613901e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
727,9.44885700672088e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
727.2,1.10087452627938e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
727.4,1.27343896280648e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
727.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
727.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
728,0,"Peaks only","Oscillating (resource_decrease=0.005)"
728.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
728.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
728.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
728.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
729,2.35291564324333e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
729.2,2.34178082769484e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
729.4,2.42086141078009e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
729.6,2.52897353887338e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
729.8,2.61089585253322e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
730,2.61987166318612e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
730.2,2.52402693041038e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
730.4,2.31973164386091e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
730.6,2.03836899987e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
730.8,1.73236033671498e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
731,1.44974789108698e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
731.2,1.21764238990549e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
731.4,1.04200519294358e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
731.6,9.16083736157683e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
731.8,8.28953361490243e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
732,7.72319120625969e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
732.2,7.44845405777233e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
732.4,7.52202742057304e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
732.6,8.03228312349137e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
732.8,9.03636620999703e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
733,1.04872705364334e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
733.2,1.21937715554065e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
733.4,1.38692990303606e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
733.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
733.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
734,0,"Peaks only","Oscillating (resource_decrease=0.005)"
734.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
734.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
734.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
734.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
735,2.46861633753441e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
735.2,2.46779163867726e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
735.4,2.53907028793445e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
735.6,2.61372739436309e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
735.8,2.63790299400047e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
736,2.57565485991202e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
736.2,2.41234935783106e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
736.4,2.16130662110648e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
736.6,1.86255128789522e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
736.8,1.56504393111677e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
737,1.30521715534147e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
737.2,1.09863706614711e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
737.4,9.45378204557803e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
737.6,8.38598139674412e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
737.8,7.70168318481236e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
738,7.34756230522686e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
738.2,7.32834331653423e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
738.4,7.70297441503972e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
738.6,8.53976385291558e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
738.8,9.84280457542727e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
739,1.14836967042583e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
739.2,1.32020160352446e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
739.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
739.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
739.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
740,0,"Peaks only","Oscillating (resource_decrease=0.005)"
740.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
740.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
740.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
740.8,2.39434975123284e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
741,2.3939251058932e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
741.2,2.47612720835025e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
741.4,2.57606940982927e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
741.6,2.6386337190233e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
741.8,2.62140251486762e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
742,2.49971323092468e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
742.2,2.27696738741024e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
742.4,1.98797802482121e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
742.6,1.6835953723575e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
742.8,1.40716406014596e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
743,1.1814300961618e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
743.2,1.01049571220578e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
743.4,8.88108770485092e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
743.6,8.04844616534915e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
743.8,7.53706430180403e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
744,7.33930729671832e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
744.2,7.51023655048758e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
744.4,8.12978535529691e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
744.6,9.23840113541737e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
744.8,1.07644425663757e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
745,1.24931152156246e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
745.2,1.41303918780058e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
745.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
745.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
745.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
746,0,"Peaks only","Oscillating (resource_decrease=0.005)"
746.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
746.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
746.6,2.32136458865892e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
746.8,2.31237429236251e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
747,2.39607273779048e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
747.2,2.5121170680446e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
747.4,2.60478073575504e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
747.6,2.63013609114716e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
747.8,2.56090664601678e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
748,2.38977324373123e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
748.2,2.13481864376593e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
748.4,1.83750479684435e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
748.6,1.54582172283055e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
748.8,1.29475156540764e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
749,1.09860769773141e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
749.2,9.55200260462839e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
749.4,8.54385952884615e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
749.6,7.86599160044262e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
749.8,7.48551916245337e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
750,7.4398377927431e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
750.2,7.80596033905588e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
750.4,8.65049350160352e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
750.6,9.9646421601345e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
750.8,1.16081022707428e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
751,1.33200476947549e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
751.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
751.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
751.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
751.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
752,0,"Peaks only","Oscillating (resource_decrease=0.005)"
752.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
752.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
752.6,2.40878125735398e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
752.8,2.40359464630633e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
753,2.48004324788461e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
753.2,2.57263577351894e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
753.4,2.626192613933e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
753.6,2.5988825862986e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
753.8,2.46743377389877e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
754,2.23731273383318e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
754.2,1.94524262840138e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
754.4,1.64269028861984e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
754.6,1.37193719282648e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
754.8,1.15375753251388e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
755,9.90514737819076e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
755.2,8.75051875626698e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
755.4,7.97813516607862e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
755.6,7.52121783960333e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
755.8,7.37698519842558e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
756,7.60467865844113e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
756.2,8.28431099916216e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
756.4,9.44802586237793e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
756.6,1.10075735840215e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
756.8,1.27331432538587e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
757,0,"Peaks only","Oscillating (resource_decrease=0.005)"
757.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
757.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
757.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
757.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
758,0,"Peaks only","Oscillating (resource_decrease=0.005)"
758.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
758.4,2.3528541587572e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
758.6,2.34166441755602e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
758.8,2.42070824002353e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
759,2.528815490183e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
759.2,2.61076764140826e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
759.4,2.61979780039668e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
759.6,2.52401226468135e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
759.8,2.31976098951635e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
760,2.03841725190919e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
760.2,1.7324069082408e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
760.4,1.4497854287386e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
760.6,1.21767513983799e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
