"resource_decrease","capacity_mult","rel_amplitude","perturbed_verdict","error","species"
0.151991108295293,7.36806299728077,0.175619452900779,"oscillating",NA,"anchovy"
0.28480358684358,7.36806299728077,0.173955813113194,"oscillating",NA,"anchovy"
0.533669923120631,7.36806299728077,0.173023958596002,"oscillating",NA,"anchovy"
1,7.36806299728077,0.173204573020466,"oscillating",NA,"anchovy"
0.001,10.2780853280219,0.943728400581715,"oscillating",NA,"anchovy"
0.00187381742286038,10.2780853280219,1.04592052384749,"oscillating",NA,"anchovy"
0.00351119173421513,10.2780853280219,0.976757607701775,"oscillating",NA,"anchovy"
0.00657933224657568,10.2780853280219,0.898320413746073,"oscillating",NA,"anchovy"
0.0123284673944207,10.2780853280219,0.828861772441097,"oscillating",NA,"anchovy"
0.0231012970008316,10.2780853280219,0.747626349569653,"oscillating",NA,"anchovy"
0.0432876128108306,10.2780853280219,0.670844684482436,"oscillating",NA,"anchovy"
0.0811130830789687,10.2780853280219,0.620699733656941,"oscillating",NA,"anchovy"
0.151991108295293,10.2780853280219,0.60159573844659,"oscillating",NA,"anchovy"
0.28480358684358,10.2780853280219,0.597681979196119,"oscillating",NA,"anchovy"
0.533669923120631,10.2780853280219,0.597023252075801,"oscillating",NA,"anchovy"
1,10.2780853280219,0.596278300658943,"oscillating",NA,"anchovy"
0.001,14.3374232887377,1.24951325219702,"oscillating",NA,"anchovy"
0.00187381742286038,14.3374232887377,1.22400983125263,"oscillating",NA,"anchovy"
0.00351119173421513,14.3374232887377,1.13001999384064,"oscillating",NA,"anchovy"
0.00657933224657568,14.3374232887377,1.03521320127222,"oscillating",NA,"anchovy"
0.0123284673944207,14.3374232887377,0.957380988429568,"oscillating",NA,"anchovy"
0.0231012970008316,14.3374232887377,0.888199535676781,"oscillating",NA,"anchovy"
0.0432876128108306,14.3374232887377,0.830010158398572,"oscillating",NA,"anchovy"
0.0811130830789687,14.3374232887377,0.791271726611609,"oscillating",NA,"anchovy"
0.151991108295293,14.3374232887377,0.779946287467087,"oscillating",NA,"anchovy"
0.28480358684358,14.3374232887377,0.777788576316689,"oscillating",NA,"anchovy"
0.533669923120631,14.3374232887377,0.776713586534476,"oscillating",NA,"anchovy"
1,14.3374232887377,0.775114241240193,"oscillating",NA,"anchovy"
0.001,20,1.41355468747633,"oscillating",NA,"anchovy"
0.00187381742286038,20,1.34014542024418,"oscillating",NA,"anchovy"
0.00351119173421513,20,1.22191914417058,"oscillating",NA,"anchovy"
0.00657933224657568,20,1.12044553475532,"oscillating",NA,"anchovy"
0.0123284673944207,20,1.04309459535789,"oscillating",NA,"anchovy"
0.0231012970008316,20,0.980437623117382,"oscillating",NA,"anchovy"
0.0432876128108306,20,0.930098482822091,"oscillating",NA,"anchovy"
0.0811130830789687,20,0.897109090764979,"oscillating",NA,"anchovy"
0.151991108295293,20,0.889611507783362,"oscillating",NA,"anchovy"
0.28480358684358,20,0.887293239254272,"oscillating",NA,"anchovy"
0.533669923120631,20,0.885078450915457,"oscillating",NA,"anchovy"
1,20,0.883086142547556,"oscillating",NA,"anchovy"
