"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size","theta","interaction_resource","total_unfished_ref","fraction_of_unfished"
1,0.386490352599181,0.0796145413605858,0.0125383924899557,0.373951960109225,0.0233499423823848,1.49586661900038,7,1,1,0.380343926737546,1.01616017880016
5,0.404486995709205,0.0420102773123351,0.00420958552047165,0.400277410188733,0.0573372062436323,1.73674785028412,7,1,1,0.380343926737546,1.06347694093278
9,0.390271921358843,0.0269752640294891,0.00199392806267137,0.388277993296172,0.0696231664669588,1.81705330951296,7,1,1,0.380343926737546,1.02610267687579
20,0.2777767703731,0.0108760290840732,0.000789882571020007,0.27698688780208,0.117299277595708,1.90319749292402,7,1,1,0.380343926737546,0.73033050049141
50,0.134045432973664,0.00455317537871024,0.000185253545201251,0.133860179428462,0.217909512872821,1.92187627722708,7,1,1,0.380343926737546,0.352432163498593
70,0.0752488920269213,0.00851296535926678,0.000142992183444634,0.0751058998434767,0.252776003025201,1.78166080547765,7,1,1,0.380343926737546,0.197844337025122
85,0.0588841893029525,0.015715982651031,9.41416242712136e-05,0.0587900476786813,0.230365656423895,1.4747354816073,7,1,1,0.380343926737546,0.154818271473506
100,0.0473539962482587,0.017978751798896,6.48590600689985e-05,0.0472891371881897,0.217681749649353,1.28212016875428,7,1,1,0.380343926737546,0.124503095538936
1,0.384470463071843,0.0821603812560689,0.0144325306192407,0.370037932452603,0.0144325306192407,1.47988495830624,10,1,1,0.380343926737546,1.01084948659413
5,0.404759637129423,0.065280410414946,0.00768973177336452,0.397069905356058,0.0384486588668226,1.60605260538664,10,1,1,0.380343926737546,1.06419376957404
9,0.398272026373995,0.0445218935661337,0.00519483142499726,0.393077194948997,0.0467534828249754,1.71826482451298,10,1,1,0.380343926737546,1.04713654767733
20,0.387831417127382,0.0240723892061577,0.00283415422661926,0.384997262900762,0.0566830845323853,1.83503059690039,10,1,1,0.380343926737546,1.01968610476855
