"rel_amplitude","mean_yield","window","fish_level","schedule","mean_effort","resource_decrease","n_peaks","n_troughs"
1.65434372540912,6.15584157643774e-06,0.5,0.6,"Troughs only",0.150898203592814,0.000877095444580087,42,42
1.76641254174141,7.94187640317607e-06,1.5,0.6,"Peaks only",0.301796407185629,0.000877095444580087,42,42
1.691534875208,1.66050094301179e-05,1.5,0.6,"Troughs only",0.350898203592814,0.000877095444580087,42,42
1.43685661259475,2.01200363732283e-05,3,0.6,"Peaks only",0.44311377245509,0.000877095444580087,42,42
1.64159057849512,2.46434927651054e-05,3,0.6,"Troughs only",0.555688622754491,0.000877095444580087,42,42
1.65095297100334,1.72579381949027e-05,0.5,1,"Peaks only",0.251497005988024,0.000877095444580087,42,42
1.64375426453031,1.03174731448948e-05,0.5,1,"Troughs only",0.251497005988024,0.000877095444580087,42,42
1.75233409213534,2.65031901986158e-05,1.5,1,"Peaks only",0.502994011976048,0.000877095444580087,42,42
1.72243273440995,2.8680764016193e-05,1.5,1,"Troughs only",0.584830339321357,0.000877095444580087,42,42
1.79906546585248,2.98693581414155e-05,3,1,"Peaks only",0.738522954091816,0.000877095444580087,42,42
1.68202138897988,3.55042462095268e-05,3,1,"Troughs only",0.926147704590818,0.000877095444580087,42,42
1.54931968689707,9.6381636062412e-06,NA,0.2,"Constant",0.2,0.00116167670593132,42,42
1.57364044077681,2.43459870216465e-05,NA,0.6,"Constant",0.6,0.00116167670593132,42,42
1.57435820118708,3.65154978843147e-05,NA,1,"Constant",1,0.00116167670593132,42,42
1.46346908635347,3.47981406687075e-06,0.5,0.2,"Peaks only",0.0502994011976048,0.00116167670593132,42,42
1.53389184888822,1.66434524194401e-06,0.5,0.2,"Troughs only",0.0502994011976048,0.00116167670593132,42,42
1.45573104342598,5.46189963450894e-06,1.5,0.2,"Peaks only",0.10059880239521,0.00116167670593132,42,42
1.57598748845457,4.40164066197967e-06,1.5,0.2,"Troughs only",0.117365269461078,0.00116167670593132,42,42
1.44998433727427,8.31525587851489e-06,3,0.2,"Peaks only",0.145309381237525,0.00116167670593132,42,42
1.55967803304803,8.07313498794981e-06,3,0.2,"Troughs only",0.184431137724551,0.00116167670593132,42,42
1.42606638395126,9.74252785000277e-06,0.5,0.6,"Peaks only",0.150898203592814,0.00116167670593132,42,42
1.55238780843513,6.02504961578887e-06,0.5,0.6,"Troughs only",0.150898203592814,0.00116167670593132,42,42
1.72922547722054,1.13336360854727e-05,1.5,0.6,"Peaks only",0.301796407185629,0.00116167670593132,42,42
1.64823665827736,1.46145197300451e-05,1.5,0.6,"Troughs only",0.352095808383234,0.00116167670593132,42,42
1.67862365529425,1.77894806525995e-05,3,0.6,"Peaks only",0.435928143712575,0.00116167670593132,42,42
1.57937733072201,2.32419233875179e-05,3,0.6,"Troughs only",0.553293413173653,0.00116167670593132,42,42
1.55133887172639,7.86923293118732e-06,0.5,1,"Peaks only",0.251497005988024,0.00116167670593132,42,42
1.55433016031941,9.80725705783509e-06,0.5,1,"Troughs only",0.251497005988024,0.00116167670593132,42,42
1.63384372559028,2.22178625837598e-05,1.5,1,"Peaks only",0.502994011976048,0.00116167670593132,42,42
1.64992472940253,2.57178072572297e-05,1.5,1,"Troughs only",0.586826347305389,0.00116167670593132,42,42
1.56036480704429,3.032644938332e-05,3,1,"Peaks only",0.726546906187625,0.00116167670593132,42,42
1.54603754654182,3.2108127671772e-05,3,1,"Troughs only",0.922155688622755,0.00116167670593132,42,42
1.46783840017626,8.85720791513752e-06,NA,0.2,"Constant",0.2,0.00153859283780628,45,44
1.48526925503579,2.28243520235525e-05,NA,0.6,"Constant",0.6,0.00153859283780628,45,44
1.47548702328898,3.56512851672415e-05,NA,1,"Constant",1,0.00153859283780628,45,44
1.36984830160514,4.09221407306889e-06,0.5,0.2,"Peaks only",0.0538922155688623,0.00153859283780628,45,44
1.46494904523298,1.65152426810879e-06,0.5,0.2,"Troughs only",0.0526946107784431,0.00153859283780628,45,44
1.33086114748621,7.03252944009685e-06,1.5,0.2,"Peaks only",0.10499001996008,0.00153859283780628,45,44
1.49843719061876,4.52942897500807e-06,1.5,0.2,"Troughs only",0.121357285429142,0.00153859283780628,45,44
