"t","selected_biomass","on_frac","schedule"
28.8,0.00601338914457125,0.0522286986389935,"Threshold (peaks)"
29,0.00588092042574922,0.0486986657065281,"Threshold (peaks)"
29.2,0.00580773738020121,0.0468467453042331,"Threshold (peaks)"
29.4,0.00582844009852922,0.0473637334081762,"Threshold (peaks)"
29.6,0.00601101992630758,0.0521634900658957,"Threshold (peaks)"
29.8,0.00650132927158737,0.0674196568684565,"Threshold (peaks)"
30,0.00764193747009383,0.119998064131602,"Threshold (peaks)"
30.2,0.0102193907086429,0.363894922005,"Threshold (peaks)"
30.4,0.016137572232393,0.939005887757178,"Threshold (peaks)"
30.6,0.0362827297990742,0.999999118531756,"Threshold (peaks)"
30.8,0.0692227123439964,0.99999999999999,"Threshold (peaks)"
31,0.0467689945596379,0.999999997420431,"Threshold (peaks)"
31.2,0.0144249394982676,0.855848922894644,"Threshold (peaks)"
31.4,0.00745966011739313,0.10969528897074,"Threshold (peaks)"
31.6,0.00785790529081256,0.133276261216856,"Threshold (peaks)"
31.8,0.00902308986825089,0.227223974514194,"Threshold (peaks)"
32,0.00989112482966255,0.322757689749992,"Threshold (peaks)"
32.2,0.0103651059676201,0.382858975913571,"Threshold (peaks)"
32.4,0.0105656953190855,0.409548001391146,"Threshold (peaks)"
32.6,0.010621832841985,0.417121194618576,"Threshold (peaks)"
32.8,0.0106017541532564,0.414407801960077,"Threshold (peaks)"
33,0.0105377292778618,0.405790976527596,"Threshold (peaks)"
33.2,0.0104457730988121,0.393517054939676,"Threshold (peaks)"
33.4,0.0103341796766735,0.378801937324394,"Threshold (peaks)"
33.6,0.010207184131991,0.362324418107254,"Threshold (peaks)"
33.8,0.0100667396288538,0.344472705489801,"Threshold (peaks)"
34,0.00991347363493484,0.325481461432262,"Threshold (peaks)"
34.2,0.00974724605108441,0.305514652572543,"Threshold (peaks)"
34.4,0.00956751971510881,0.284720996675789,"Threshold (peaks)"
34.6,0.0093736412998559,0.263272982829226,"Threshold (peaks)"
34.8,0.00916510102426297,0.241395106261971,"Threshold (peaks)"
35,0.00894181252471063,0.219382037028384,"Threshold (peaks)"
35.2,0.00870430208095086,0.197592677516352,"Threshold (peaks)"
35.4,0.00845399748409582,0.176438766365334,"Threshold (peaks)"
35.6,0.00819318219978927,0.15633333724525,"Threshold (peaks)"
35.8,0.00792510201190735,0.137654190505379,"Threshold (peaks)"
36,0.00765360585428441,0.120685263720956,"Threshold (peaks)"
36.2,0.00738299608099478,0.105598660991842,"Threshold (peaks)"
36.4,0.00711757186329258,0.0924420045742233,"Threshold (peaks)"
36.6,0.0068615390894069,0.0811653148099237,"Threshold (peaks)"
36.8,0.00661886247480643,0.0716490577238283,"Threshold (peaks)"
37,0.00639368134005079,0.0637503232332613,"Threshold (peaks)"
37.2,0.00619084143472798,0.0573373280644197,"Threshold (peaks)"
37.4,0.00601717891622294,0.0523331656150979,"Threshold (peaks)"
37.6,0.00588351991091076,0.0487657080455791,"Threshold (peaks)"
37.8,0.00580845663284084,0.0468646161683367,"Threshold (peaks)"
38,0.00582600315948252,0.047302597779412,"Threshold (peaks)"
38.2,0.00600285586276876,0.0519393774072114,"Threshold (peaks)"
38.4,0.00648171897177494,0.0667369235536428,"Threshold (peaks)"
38.6,0.00759711313441997,0.117389530464954,"Threshold (peaks)"
38.8,0.0101205893728758,0.35126893566523,"Threshold (peaks)"
39,0.0158752784994359,0.930093009743949,"Threshold (peaks)"
39.2,0.0354193044644327,0.999998574967811,"Threshold (peaks)"
39.4,0.0687729834717901,0.999999999999988,"Threshold (peaks)"
39.6,0.0479641665081906,0.999999998673298,"Threshold (peaks)"
39.8,0.0149031510208897,0.885672685841739,"Threshold (peaks)"
40,0.00749725942192344,0.111754941688774,"Threshold (peaks)"
40.2,0.00782631446669973,0.13125911982225,"Threshold (peaks)"
